,in,out1,out2
155,1912SpringF,MAR408:BRE377:PAR343:BUR326:MUN279:RUH266:BEL245:TUN222:TYS216:WMS203:NTH202:HOL194:KIE194:TYR191:VEN188:PIA186:GOL178:IOS167:ENC156:MAO154:TRI132:NAP131:NWG130:DEN127:ROM115:BER112:EDI104:NWY104:PIC103:GAS102:...:GOB46:STP42:POR40:HEL40:BUD40:SKA38:LIV37:YOR37:WAR37:PRU36:EMS33:WAL31:IRS31:STP(NorthCoast)29:SMY24:FIN21:CON17:CLY16:BUL11:RUM9:MOS8:UKR8:SYR7:ANK6:BUL(SouthCoast)5:STP(SouthCoast)4:BLA3:SPA(NorthCoast)2:SEV2:ARM1,MAR1224:BUR1080:BRE960:PAR952:RUH655:BEL573:MUN565:TUN557:PIA550:TYS513:WMS507:MAO504:GAS485:GOL457:ENC454:PIC453:VEN442:HOL417:KIE367:TYR358:SPA(SouthCoast)348:IOS345:NAP345:NTH332:ROM309:POR298:SPA266:TUS263:EDI256:LON249:...:SER82:HEL81:WAL78:GAL71:EMS70:BUD67:SKA58:GOB56:PRU55:WAR54:SMY53:LIV49:STP48:CON46:CLY45:STP(NorthCoast)42:FIN31:SPA(NorthCoast)24:BUL17:MOS16:UKR15:SYR14:RUM12:SEV11:BUL(SouthCoast)11:ANK10:BLA7:STP(SouthCoast)5:ARM3:BUL(EastCoast)3
156,1912SpringI,VEN303:NAP218:ROM197:IOS171:WMS171:PIA161:TYS154:TRI144:TYR131:GOL128:MAO125:MAR121:TUN110:BUD109:VIE108:AES95:SER92:BOH90:BUR89:RUM81:CON80:TUS80:GRE78:MUN78:SPA(SouthCoast)73:POR66:BLA63:NAF63:SMY60:SEV60:...:LVP30:ALB30:SPA30:HOL28:IRS27:LON26:WAR26:NTH24:NWG19:WAL18:SPA(NorthCoast)16:PRU15:YOR14:KIE14:CLY13:SYR13:BUL(EastCoast)13:EDI12:DEN11:BER10:LIV9:BAR9:NWY8:HEL7:SKA5:SWE4:STP3:FIN2:BAL2:GOB1,VEN1012:NAP757:ROM738:PIA573:TYS512:WMS486:TRI463:IOS456:TUN432:MAR399:TYR397:GOL383:MAO297:VIE297:TUS285:BUD252:GRE252:ADS229:AES224:MUN222:SPA(SouthCoast)214:SER213:BOH200:BUR200:POR198:CON182:APU167:NAF165:RUM160:SMY153:...:LVP65:MOS63:LON49:ARM49:WAR47:HOL47:KIE35:NTH35:WAL34:SPA(NorthCoast)32:NWG31:BER30:EDI30:PRU27:CLY26:BUL(EastCoast)23:SYR18:YOR18:NWY16:BAR16:DEN14:LIV12:SWE9:HEL8:SKA7:STP7:FIN4:BAL3:GOB1:STP(NorthCoast)1
157,1912SpringG,MUN494:KIE470:BER411:SIL277:WAR271:GAL267:TYR234:UKR230:DEN214:BOH210:NTH208:VIE207:BUR194:MOS194:RUH186:PRU180:ENC177:HOL167:BEL164:BUD163:RUM162:LIV161:TRI153:BRE139:NWY129:BAL129:MAO112:SEV110:SWE109:GAS108:...:ALB40:YOR38:WAL38:POR36:WMS29:NAF29:TUS24:STP(SouthCoast)24:CLY23:SKA21:FIN20:ROM20:GRE15:TUN14:SPA(SouthCoast)14:GOL13:SYR12:TYS12:APU12:BAR12:ANK11:NAP7:CON6:IOS5:EMS4:AES3:SMY2:SPA(NorthCoast)2:BLA1:ADS1,KIE1206:MUN1128:BER1034:DEN564:RUH546:WAR538:SIL515:BUR507:PRU453:HOL448:BOH430:TYR400:NTH392:BAL387:BEL379:MOS374:GAL373:LIV322:SWE318:VIE312:BRE298:ENC297:UKR291:NWY280:PAR269:STP218:BUD208:TRI206:MAR204:GAS191:...:BUL79:STP(NorthCoast)78:STP(SouthCoast)72:SKA69:WAL56:ROM54:ARM53:ALB46:TUS40:WMS36:CLY36:BAR34:NAF33:GOL30:NAP27:SPA(SouthCoast)23:APU23:GRE22:TUN18:TYS14:ANK13:SYR12:CON8:IOS7:SMY7:EMS6:SPA(NorthCoast)5:AES3:ADS1:BLA1
158,1912SpringA,TRI414:VIE383:TYR353:BOH333:BUD313:SIL304:MUN242:IOS233:GAL220:PIA219:RUM196:VEN189:WAR184:MOS172:UKR171:GRE162:PRU159:SEV158:SER157:BER154:BUL137:TUS134:LIV113:ADS111:ROM109:NAP106:TYS106:APU101:AES96:MAR95:...:SPA(SouthCoast)33:PAR32:BLA29:MAO28:PIC27:BUL(SouthCoast)25:BRE24:SWE22:DEN21:EMS20:POR19:SYR18:SPA15:ENC11:NAO9:WAL7:NTH6:IRS6:BUL(EastCoast)4:LVP4:EDI3:NWG3:CLY3:YOR2:LON2:BAR2:SPA(NorthCoast)1:HEL1:BAL1:GOB1,TRI908:VIE861:BUD764:TYR730:BOH615:SIL504:SER490:GAL467:MUN436:RUM433:VEN433:IOS382:GRE381:WAR374:PIA351:UKR323:BUL316:SEV304:MOS285:BER254:NAP243:ROM235:PRU232:ADS216:ALB200:AES190:TUS189:CON183:APU177:SMY174:...:BEL53:GAS49:DEN47:EMS44:PAR44:SPA(SouthCoast)41:MAO35:PIC34:SWE31:SYR30:BRE30:POR25:SPA24:ENC13:NAO11:WAL8:IRS8:BUL(EastCoast)6:NTH6:LVP5:NWG3:EDI3:CLY3:LON3:BAR3:YOR2:GOB1:HEL1:SPA(NorthCoast)1:BAL1
159,1912SpringT,CON695:IOS614:SMY432:SEV398:RUM394:TRI370:VEN362:BLA356:GAL356:AES340:ANK336:TYS333:BUD319:SER317:MOS311:ADS302:UKR286:VIE274:WAR252:GRE252:TYR246:GOL244:WMS242:BUL237:TUN228:ROM224:NAP223:BOH222:SIL168:LIV162:...:BRE35:ENC32:NAO32:SWE32:FIN31:GAS29:PAR24:BUR20:BUL(SouthCoast)18:SYR15:WAL15:NWG14:KIE13:CLY12:SPA12:IRS12:PIC12:LVP11:LON10:NTH10:BUL(EastCoast)9:EDI8:RUH8:YOR6:DEN6:BEL5:SPA(NorthCoast)4:HOL3:STP(NorthCoast)1:SKA1,CON1665:IOS1321:SMY1098:BLA1011:SEV995:AES980:RUM885:SER832:GRE814:ANK777:BUL747:TRI701:TYS645:ADS628:BUD619:GAL585:VEN578:UKR577:MOS541:VIE478:NAP443:WAR415:TUN413:ALB400:ARM399:ROM396:WMS384:GOL364:TYR351:EMS338:...:FIN71:SWE56:BUL(EastCoast)55:BRE51:SYR48:NAO46:GAS42:ENC41:PAR29:BUR28:IRS22:SPA22:NWG18:KIE17:WAL17:LVP17:PIC16:LON15:CLY14:NTH12:EDI12:SPA(NorthCoast)10:RUH9:DEN8:HOL7:YOR6:BEL5:STP(NorthCoast)1:SKA1:BAR1
160,1912SpringR,WAR318:MOS281:SEV249:NWY225:SIL212:MUN195:GAL178:BER170:RUM164:STP(NorthCoast)159:KIE154:VIE153:BOH152:SWE145:BUD141:UKR140:NTH136:DEN127:STP124:NWG119:PRU114:TYR109:LIV103:SER95:CON95:BLA90:HOL86:GRE86:TRI86:SMY73:...:SKA29:VEN28:BAR27:YOR25:IRS21:BUL(EastCoast)21:PIA20:GOB20:PIC19:MAO19:TUN17:EMS16:PAR16:BRE16:WMS15:TYS14:APU14:GAS11:SPA(SouthCoast)10:SYR10:ROM10:BUL(SouthCoast)10:MAR10:TUS9:NAP9:ADS8:POR6:NAF4:GOL3:SPA1,WAR881:MOS859:SEV694:SIL505:NWY474:UKR446:BER444:RUM430:GAL426:STP418:LIV343:MUN338:SWE338:BOH329:PRU325:BUD281:VIE274:KIE271:STP(NorthCoast)251:DEN246:BLA244:CON227:NTH214:AES180:SMY179:NWG175:GRE170:TYR167:BAL162:TRI154:...:GOB52:IRS47:EMS44:WAL44:MAO43:VEN43:YOR38:BUL(EastCoast)35:PIC29:PIA26:TYS24:NAF23:PAR22:SYR22:BRE22:TUN22:APU20:WMS17:GAS16:POR16:BUL(SouthCoast)15:TUS14:MAR13:ROM12:NAP12:ADS11:SPA(SouthCoast)11:GOL5:SPA1:SPA(NorthCoast)1
161,1912FallE,NTH601:ENC472:MAO424:KIE364:WMS353:BAL311:STP281:BER264:BUR257:NWY247:BEL244:DEN240:HOL237:GAS221:TYS214:LIV212:RUH211:MUN204:LON187:GOL186:PRU167:SPA(SouthCoast)166:MAR165:TUN159:GOB158:WAR156:MOS150:IRS150:PIA144:POR140:...:SEV72:ROM62:TYR60:SKA59:FIN58:RUM57:GRE51:BOH50:AES48:VEN46:STP(NorthCoast)45:ADS38:SMY35:CLY35:SPA33:VIE29:BUD26:ANK26:TRI25:APU24:STP(SouthCoast)24:SER22:EMS19:ARM14:CON12:BUL11:SPA(NorthCoast)11:ALB10:SYR3:BUL(SouthCoast)2,NTH1539:ENC1299:MAO921:NWY793:BAL786:KIE763:DEN689:STP670:LON620:WMS603:HOL551:BER544:BEL521:IRS509:LIV464:EDI449:BUR448:RUH432:GAS426:SWE411:NWG407:BRE382:GOB368:BAR353:WAL338:PRU333:TYS331:NAO326:LVP321:HEL320:...:CLY127:GAL117:NAP116:SEV108:TYR92:ROM88:BOH82:SPA80:RUM77:AES66:VEN65:GRE61:STP(SouthCoast)55:SPA(NorthCoast)54:VIE52:ADS51:SMY49:APU39:ANK35:ARM32:BUD32:TRI27:EMS27:SER24:BLA19:CON19:BUL18:ALB17:SYR13:BUL(SouthCoast)4
162,1912FallF,BUR343:MUN311:RUH258:NTH240:TYS230:MAO229:KIE227:GOL225:ENC218:TUN197:HOL195:PIA190:WMS177:MAR175:BEL170:VEN163:PIC155:TYR151:IOS146:NWG134:NAP128:TRI128:BRE126:BER126:VIE118:NWY114:DEN103:LON101:GAS101:ROM98:...:LIV44:EMS44:PRU42:SPA41:WAR40:CLY40:SKA37:WAL36:IRS35:POR30:NAO29:STP(NorthCoast)29:LVP29:MOS27:FIN27:GAL26:SMY26:CON20:RUM15:BUL13:BUL(SouthCoast)11:SYR8:UKR5:BLA5:ARM4:ANK3:SEV3:SPA(NorthCoast)3:STP(SouthCoast)2:BUL(EastCoast)2,BUR1030:MAR787:RUH675:MAO615:GOL598:MUN559:PIC548:ENC545:PIA541:WMS526:GAS507:BEL505:TUN488:TYS482:BRE478:PAR431:HOL413:VEN379:NTH369:KIE353:IOS319:TUS302:NAP291:TYR286:POR281:SPA(SouthCoast)275:ROM274:LON226:NWG220:APU220:...:CLY95:HEL93:GRE92:SWE86:SKA82:SER75:STP73:BUD63:PRU62:GOB60:LIV55:WAR52:SPA(NorthCoast)52:GAL51:CON50:SMY42:STP(NorthCoast)40:FIN40:MOS33:BLA25:BUL(SouthCoast)21:BUL18:UKR17:RUM16:SYR15:ARM8:SEV8:ANK7:STP(SouthCoast)3:BUL(EastCoast)2
163,1912FallI,TYR191:VEN184:TYS180:IOS148:WMS144:TRI143:PIA134:MAO124:GOL123:VIE118:BOH109:MAR101:TUN95:AES94:BUD93:CON85:GAL85:POR84:TUS83:RUM81:BUR80:SER76:NAF75:SPA(SouthCoast)68:ENC66:BLA66:NAP63:APU62:SEV62:BUL61:...:SPA28:IRS27:NAO26:ANK25:LVP25:NTH24:LON23:NWG21:BUL(EastCoast)18:BER18:CLY16:WAL16:SPA(NorthCoast)14:KIE14:YOR13:LIV13:EDI12:SYR12:PRU11:BAR9:DEN8:SWE7:STP6:HEL6:NWY6:SKA4:FIN2:BAL2:GOB1:STP(NorthCoast)1,VEN732:PIA577:TYS567:TYR468:NAP462:IOS454:WMS445:ROM420:TUN411:GOL402:TRI397:MAR339:TUS302:MAO276:VIE242:APU230:POR229:GRE224:ADS219:NAF214:AES213:BUD212:BOH203:CON192:BUR189:SER176:SPA(SouthCoast)173:ALB162:GAL154:SPA149:...:WAR67:LVP61:LON58:IRS56:BER54:NAO53:WAL53:ANK53:MOS47:NTH42:CLY37:NWG37:KIE30:SPA(NorthCoast)30:BUL(EastCoast)26:SYR24:EDI23:LIV22:YOR20:BAR16:NWY13:DEN13:SWE12:STP8:HEL8:SKA5:FIN3:STP(NorthCoast)2:BAL2:GOB2
164,1912FallG,MUN397:SIL271:KIE265:WAR259:TYR252:GAL237:BOH228:BUR224:UKR221:NTH216:VIE216:DEN195:RUH193:BER186:MOS182:BUD159:BEL157:RUM156:PRU151:HOL148:GAS144:LIV133:ENC132:SEV132:BRE130:NWY118:SER117:TRI112:BAL108:SWE107:...:BUL43:ARM43:LVP39:CLY34:POR33:FIN31:ALB30:WMS28:TUS23:CON23:ROM23:SKA20:SPA(SouthCoast)19:TUN16:GRE15:TYS14:SYR14:BAR13:STP(SouthCoast)13:APU11:ANK10:SMY9:NAP8:GOL7:IOS6:EMS5:AES3:SPA(NorthCoast)3:BUL(SouthCoast)1:ADS1,MUN973:KIE759:BER636:RUH569:SIL561:BUR497:DEN473:BOH450:WAR450:PRU437:TYR420:NTH414:BAL407:HOL392:GAL358:BEL350:LIV325:MOS321:SWE309:VIE304:ENC294:UKR289:NWY274:GAS263:BRE258:HEL253:PAR236:BUD216:STP205:MAR197:...:ROM80:LVP79:POR78:STP(NorthCoast)70:STP(SouthCoast)69:NAF57:CLY51:BUL49:ARM48:GOL44:TUS38:WMS37:BAR37:ALB35:NAP32:APU25:CON25:SPA(SouthCoast)25:GRE21:TYS21:TUN19:SYR14:SMY13:ANK12:EMS8:IOS7:SPA(NorthCoast)5:AES4:BUL(SouthCoast)1:ADS1
165,1912FallA,BOH309:TYR305:GAL283:SIL257:VEN216:MUN212:VIE211:TRI194:MOS192:RUM179:WAR178:IOS164:NAP160:PRU157:ADS148:BUD142:PIA140:BER135:GRE134:ROM133:UKR131:TUS123:TYS122:SER121:LIV116:CON110:ALB106:STP100:BUL97:SEV95:...:BEL33:GAS32:SPA(SouthCoast)32:HOL31:SPA29:BLA28:PAR27:DEN24:BRE22:PIC22:SWE21:POR15:SYR15:WAL8:NAO7:BUL(SouthCoast)7:ENC6:LVP6:NTH5:YOR4:NWG4:CLY3:IRS3:BUL(EastCoast)3:EDI3:SPA(NorthCoast)2:HEL1:GOB1:BAR1:STP(NorthCoast)1,TYR632:BOH589:GAL582:VIE572:TRI546:BUD475:SIL472:VEN464:RUM408:SER389:GRE369:MUN353:WAR350:IOS327:MOS312:ADS283:UKR281:NAP274:ALB272:ROM247:SEV246:PRU243:PIA239:BER221:BUL218:CON208:TUS190:TYS181:LIV166:APU160:...:MAO52:BLA50:HOL48:GAS46:BEL45:SYR42:PAR39:SPA38:SPA(SouthCoast)37:BRE32:PIC32:SWE29:POR21:LVP9:ENC9:NAO9:WAL8:IRS6:NWG6:NTH5:BUL(EastCoast)4:YOR4:CLY3:EDI3:SKA2:SPA(NorthCoast)2:HEL1:STP(NorthCoast)1:BAR1:GOB1
166,1912FallT,IOS546:AES484:BUL461:TRI393:SEV361:TYS354:VEN349:BLA349:RUM307:VIE295:GAL290:UKR288:MOS284:BUD269:CON262:TYR250:ADS242:GOL240:WAR235:SER233:WMS218:TUN216:ROM214:NAP212:GRE207:EMS190:BOH187:SIL179:APU164:NAF151:...:POR57:SWE50:BUR44:ENC29:GAS27:PIC25:BRE24:IRS20:PAR19:NWG17:WAL15:DEN15:KIE15:LON15:LVP15:NTH13:SPA13:SPA(NorthCoast)10:BUL(SouthCoast)10:CLY9:BEL9:BUL(EastCoast)9:SYR8:EDI8:RUH8:YOR7:SKA2:HEL1:STP(NorthCoast)1:HOL1,AES1250:IOS1094:BUL1049:BLA1016:SEV857:CON853:TRI753:GRE723:RUM695:SER664:TYS631:UKR562:GAL556:BUD555:VEN546:ADS538:ARM534:MOS507:EMS482:VIE460:ALB440:SMY438:NAP410:WAR393:TUN376:ROM375:WMS353:TYR351:GOL349:ANK340:...:BUL(SouthCoast)81:SWE78:SYR55:BUR52:BUL(EastCoast)47:IRS47:GAS44:ENC42:BRE40:KIE35:PIC31:NWG27:SPA25:PAR23:LVP19:LON19:WAL18:NTH18:DEN18:SPA(NorthCoast)16:CLY13:RUH12:BEL11:EDI9:YOR7:SKA3:HEL2:STP(NorthCoast)1:HOL1:BAR1
167,1912FallR,SIL233:GAL208:NWY207:WAR200:MUN187:BER167:MOS161:BOH156:VIE152:RUM148:DEN145:BLA138:UKR137:SWE135:SEV134:KIE131:BUD125:PRU122:NTH121:TYR112:LIV99:NWG96:STP93:SER89:GRE86:TRI82:RUH80:CON74:BAL74:BAR69:...:WAL31:HEL28:PIC26:SYR24:MAO24:PAR24:GOB24:IRS24:STP(SouthCoast)23:PIA18:TYS17:GAS17:ADS15:WMS15:EMS13:APU13:BRE13:BUL(EastCoast)11:BUL(SouthCoast)10:NAF9:TUS9:ROM9:MAR9:SPA(SouthCoast)9:TUN8:POR8:GOL7:NAP7:SPA4:SPA(NorthCoast)2,MOS644:WAR583:SIL559:NWY471:GAL452:SEV422:UKR397:BER385:STP371:PRU367:RUM364:LIV353:BOH349:BLA338:SWE323:MUN318:VIE290:DEN274:BUD247:KIE222:NTH198:BAL193:TYR186:FIN185:ARM179:CON172:NWG168:SER160:GRE156:SMY154:...:MAO56:HEL56:WAL51:YOR50:STP(SouthCoast)49:VEN47:PIC36:IRS34:BUL(SouthCoast)33:PAR30:TYS29:PIA28:NAF28:EMS26:BRE24:GAS21:BUL(EastCoast)21:WMS20:POR18:ADS16:TUN15:APU14:GOL13:TUS13:ROM13:MAR11:SPA(SouthCoast)10:NAP9:SPA4:SPA(NorthCoast)4
168,1913SpringE,LON468:NTH398:ENC393:EDI322:LVP278:MAO265:BAL264:STP257:KIE242:WMS230:BUR217:DEN201:HOL201:NWY191:RUH190:BER189:LIV185:MAR171:TYS168:TUN166:MUN162:BEL156:BRE133:SPA(SouthCoast)126:MOS124:GOL123:WAR120:POR118:PRU118:SIL117:...:GRE45:ANK43:SEV42:YOR40:FIN39:WAL38:STP(NorthCoast)37:SKA35:RUM33:ROM31:STP(SouthCoast)30:EMS30:TYR27:ADS25:SPA(NorthCoast)23:BUD22:SPA21:ARM14:APU13:AES12:CON11:CLY11:ALB9:VIE7:BUL6:SER5:TRI5:SYR4:BLA1:BUL(SouthCoast)1,NTH1095:LON1045:ENC948:MAO679:EDI678:STP634:LVP585:KIE579:BAL572:NWY566:DEN543:HOL424:LIV415:WMS396:BER381:BEL368:BUR356:RUH348:NWG306:BRE303:IRS291:TUN284:SWE283:TYS261:GOB261:NAO252:MAR248:MUN240:POR237:PRU235:...:SKA98:TUS80:GAL78:STP(SouthCoast)76:SEV70:VEN69:SPA63:SMY61:ROM60:TYR54:GRE52:ANK51:RUM50:SPA(NorthCoast)48:CLY44:EMS38:ADS34:BUD29:APU28:AES22:ARM19:ALB18:CON16:TRI10:BUL10:SYR9:VIE9:SER6:BLA2:BUL(SouthCoast)1
169,1913SpringF,MAR244:BRE231:BUR219:PAR207:MUN178:RUH174:TYS167:HOL165:BEL161:WMS157:NTH143:MAO137:KIE135:TUN131:IOS118:NAP117:TYR116:VEN114:TRI101:ENC101:PIA99:GOL97:DEN93:ROM86:NWY85:APU83:BOH75:PIC67:VIE66:ADS66:...:EMS30:LVP29:YOR29:SKA27:GAL24:HEL21:NAO20:SMY20:STP20:STP(NorthCoast)19:FIN18:LIV16:CON16:WAR15:PRU15:WAL15:RUM13:BUL(SouthCoast)13:CLY12:GOB11:SYR7:BUL6:MOS5:BLA4:UKR3:ANK3:ARM3:SPA(NorthCoast)2:STP(SouthCoast)2:SEV2,MAR752:BUR736:BRE603:PAR541:RUH454:BEL419:TYS385:MUN380:GAS370:PIA363:WMS363:TUN361:MAO343:GOL343:HOL328:ENC295:SPA(SouthCoast)265:IOS255:PIC249:VEN237:TYR236:NTH234:KIE231:NAP213:POR205:ROM182:TUS172:TRI160:LON159:APU156:...:BAR63:NAO60:HEL53:BAL50:WAL46:BUD44:SKA42:GAL35:SMY32:PRU31:STP(NorthCoast)30:STP30:CLY29:FIN28:WAR24:GOB22:SPA(NorthCoast)22:CON21:BUL(SouthCoast)20:LIV20:RUM16:MOS11:BUL10:UKR10:SYR9:ANK8:SEV7:ARM5:BLA4:STP(SouthCoast)3
170,1913SpringI,VEN215:ROM164:NAP136:PIA118:TYR116:TRI108:WMS107:GOL104:IOS94:MAR89:TYS84:MAO77:SPA(SouthCoast)77:VIE76:BUD75:AES74:BOH73:POR71:TUN69:RUM68:MUN65:TUS58:CON56:BEL53:GRE51:GAS50:GAL49:SER48:BLA48:SMY47:...:SPA20:IRS20:LVP20:NTH19:WAL19:LON18:NWG18:MOS17:BUL(SouthCoast)16:KIE16:EDI13:LIV13:BER12:BUL(EastCoast)11:CLY9:YOR9:PRU9:BAR8:HEL8:SYR7:DEN6:NWY6:SKA4:SPA(NorthCoast)4:STP3:FIN3:SWE2:GOB2:STP(NorthCoast)1:BAL1,VEN666:ROM526:NAP518:TYS345:PIA336:WMS287:IOS286:GOL280:MAR267:TYR265:TRI250:TUN248:MAO225:TUS208:VIE171:POR168:ADS166:SPA(SouthCoast)163:MUN156:GRE151:BUD142:AES141:SER134:NAF133:RUM127:BOH120:BUR119:CON114:SMY112:GAS111:...:WAR45:ANK40:UKR40:NAO38:IRS36:ARM33:LON33:KIE31:EDI31:NTH28:NWG25:MOS24:SPA(NorthCoast)22:PRU18:CLY17:LIV17:SYR14:BUL(EastCoast)14:YOR13:BAR13:NWY13:DEN11:HEL8:STP5:SKA5:SWE5:FIN3:BAL3:GOB2:STP(NorthCoast)2
171,1913SpringG,MUN382:KIE337:BER302:VIE188:BOH183:SIL176:WAR174:TYR163:NTH157:MOS148:UKR146:DEN143:HOL140:BUR131:BUD129:RUM127:RUH115:GAS110:ENC108:GAL107:SEV105:SER100:NWY99:TRI91:SWE90:LIV90:BEL86:MAR85:PRU84:BAL84:...:HEL33:ARM31:WAL30:SPA30:NAF29:YOR25:POR24:ROM23:FIN20:WMS19:CON19:TUS18:SKA16:TYS12:BAR12:CLY10:TUN10:GRE9:SPA(SouthCoast)9:STP(SouthCoast)8:GOL8:APU8:ANK6:SYR6:NAP6:IOS4:EMS2:AES1:SMY1:SPA(NorthCoast)1,MUN821:KIE782:BER776:SIL392:BOH362:DEN358:WAR351:RUH351:BUR348:HOL325:NTH308:MOS280:SWE275:VIE269:TYR264:BAL259:PRU243:BEL236:NWY209:UKR203:LIV195:BUD193:GAS181:BRE172:GAL168:MAR163:ENC157:RUM143:STP140:GOB138:...:NAO64:SKA56:STP(NorthCoast)55:FIN54:WAL48:STP(SouthCoast)45:ALB41:POR41:ARM37:YOR35:NAF30:BAR30:NAP25:TUS25:CON22:CLY22:WMS22:SPA(SouthCoast)18:TYS16:TUN13:GRE12:GOL10:ANK10:APU10:SYR7:SPA(NorthCoast)5:IOS4:EMS3:SMY2:AES1
172,1913SpringA,TRI300:VIE264:BUD229:TYR215:BOH189:SIL188:MUN162:GAL154:VEN141:IOS139:WAR139:PIA133:RUM128:UKR122:PRU108:GRE106:BER104:LIV102:MOS102:SEV101:NAP98:SER95:ROM92:TUS88:CON83:ADS82:KIE82:MAR81:BUL79:APU79:...:SPA28:PAR26:BRE21:BLA20:NWY20:PIC18:DEN17:SWE16:SPA(SouthCoast)13:EMS10:SYR9:POR8:BUL(SouthCoast)6:NAO6:ENC5:NTH5:BUL(EastCoast)4:WAL4:LON3:NWG2:EDI2:YOR2:LVP2:CLY1:BAR1:BAL1:SKA1:SPA(NorthCoast)1:GOB1:IRS1,TRI658:VIE617:BUD603:TYR419:BOH344:GAL340:SIL332:VEN310:RUM309:MUN297:SER292:GRE269:WAR246:IOS235:BER215:UKR214:PIA208:SEV192:ROM187:NAP186:MOS179:BUL177:PRU155:ADS154:CON154:ALB148:LIV148:TYS141:TUS129:APU122:...:BLA36:BEL34:MAO31:NWY31:SPA31:BRE28:DEN27:PIC24:EMS24:SPA(SouthCoast)16:BUL(SouthCoast)15:SYR15:POR12:NAO7:BUL(EastCoast)6:ENC5:NTH5:NWG5:LVP4:WAL4:LON3:YOR2:EDI2:IRS2:GOB1:BAL1:BAR1:SPA(NorthCoast)1:SKA1:CLY1
173,1913SpringT,CON425:IOS415:SMY329:TRI284:SEV277:RUM264:VEN248:AES248:MOS235:VIE234:GAL231:ANK223:UKR216:TYS214:SER206:BUD202:GRE201:TYR185:NAP180:WMS178:BLA170:ADS162:APU162:WAR161:BOH156:ROM155:BUL152:GOL126:SIL125:TUN124:...:LVP29:ENC26:NAO25:BRE19:PIC18:BUR17:GAS15:NWG12:LON12:SPA11:IRS11:PAR11:CLY9:BEL8:DEN8:SPA(NorthCoast)8:WAL8:SYR7:YOR7:KIE7:NTH7:BUL(EastCoast)7:EDI6:RUH6:BUL(SouthCoast)6:STP(NorthCoast)1:HOL1:BAR1:BAL1:HEL1,CON1083:IOS866:SMY762:AES739:SEV711:RUM628:BLA619:GRE616:ANK554:SER553:BUL533:TRI518:GAL464:UKR441:BUD440:VIE417:TYS411:MOS410:VEN401:ADS373:ROM300:NAP300:APU298:ALB292:WMS288:EMS279:TYR271:ARM268:WAR265:BOH245:...:MUN50:BUL(EastCoast)38:ENC34:LVP33:BRE32:DEN25:SPA23:BUR21:PIC21:GAS21:IRS19:NWG18:LON16:SYR14:PAR14:WAL13:CLY13:SPA(NorthCoast)12:KIE11:NTH10:BEL10:EDI8:RUH7:YOR7:HEL2:SKA2:BAR2:HOL1:STP(NorthCoast)1:BAL1
174,1913SpringR,WAR182:SEV167:SIL164:MOS153:GAL139:MUN127:BOH110:NWY110:BER103:RUM95:PRU87:STP(NorthCoast)85:VIE81:KIE81:SWE79:STP75:DEN73:LIV71:NTH70:TYR70:BUD68:UKR66:BLA64:NWG64:SER54:EDI51:CON51:SMY51:GRE50:HOL49:...:PIA17:YOR15:SKA15:NAO14:PIC14:CLY14:WAL13:PAR13:SYR13:BRE12:WMS11:EMS10:IRS9:GAS8:ADS7:TYS7:GOL6:NAF6:APU6:BUL(SouthCoast)5:BUL(EastCoast)5:TUS5:ROM5:SPA(SouthCoast)5:MAR4:TUN4:NAP3:SPA3:SPA(NorthCoast)2:POR1,WAR617:MOS557:SEV444:SIL404:STP293:GAL286:NWY285:PRU266:RUM235:BER232:MUN229:SWE228:UKR227:LIV217:BOH193:VIE177:BUD176:STP(NorthCoast)171:BLA151:DEN151:KIE147:CON137:SMY136:GRE126:FIN117:BAL115:NTH109:TYR104:ARM101:SER100:...:VEN31:NAF27:PIA27:CLY26:BUL(SouthCoast)26:YOR24:NAO24:WAL24:IRS21:SYR20:EMS20:PIC19:PAR17:BRE17:TYS17:BUL(EastCoast)16:WMS16:ADS12:GOL10:GAS10:TUN10:TUS8:POR8:ROM7:SPA(SouthCoast)7:MAR6:APU6:NAP5:SPA(NorthCoast)5:SPA3
175,1913FallE,NTH453:ENC313:MAO276:KIE273:BAL262:BUR243:STP216:RUH193:BEL191:BER186:DEN173:TYS168:WMS162:NWY156:LIV153:HOL152:MUN152:GOL147:GAS145:WAR139:PRU139:LON126:BRE122:SPA(SouthCoast)122:MOS119:IRS116:PIA113:MAR110:NAF107:SIL106:...:TYR40:STP(NorthCoast)37:SKA35:TUS34:NAP33:LVP32:RUM32:STP(SouthCoast)24:SPA23:BUD17:APU16:ADS16:SMY15:VEN15:ARM13:SER11:VIE11:AES11:CLY10:CON9:ANK9:GRE9:TRI8:EMS7:SPA(NorthCoast)6:ALB5:BUL4:SYR3:BUL(SouthCoast)3:BLA2,NTH1139:ENC863:MAO655:KIE549:BAL542:NWY541:STP491:DEN481:LON442:IRS389:BUR388:HOL384:BEL374:LIV364:RUH364:BER360:WMS354:NWG342:EDI332:BRE312:SWE302:TYS279:PRU261:GAS245:MUN236:YOR236:GOB232:NAO229:GOL226:TUN223:...:BOH88:SEV81:NAP73:CLY71:ROM71:TUS61:STP(SouthCoast)55:TYR55:RUM49:SPA48:APU48:VEN33:ADS25:SMY25:SPA(NorthCoast)24:BUD23:AES23:ARM22:GRE17:CON16:ALB15:EMS14:SER13:ANK13:TRI12:VIE12:BUL11:SYR7:BUL(SouthCoast)6:BLA3
