,in,out1,out2
143,1911SPRG,MUN441:SIL347:TYR298:RUM280:WAR279:NTH257:GAL246:UKR240:RUH235:PRU232:BUR231:MOS217:BEL217:MAO213:TRI212:KIE196:BOH195:VIE184:LIV168:HOL167:ENC167:MAR149:DEN149:BER148:BRE140:SEV137:GAS134:BUD132:BAL111:SWE110:.:ALB51:EDI48:POR43:WMS28:TUS28:FIN27:SPA26:SKA25:ARM23:ROM22:NAF21:STP19:TYS19:GRE17:BAR16:APU15:TUN15:STP14:CON13:GOL12:SMY9:ANK8:SPA7:NAP7:SYR7:IOS7:AES6:BUL2:EDIVIACONVOY1:EMS1:,MUN1074:SIL689:KIE649:BER606:WAR542:RUH501:BUR489:NTH477:PRU471:TYR467:BEL461:DEN425:GAL402:BOH390:HOL351:UKR333:MOS326:LIV325:RUM322:MAO309:BAL294:VIE287:TRI279:ENC271:GAS268:SWE258:PIC242:STP239:MAR235:NWY212:.:SPA84:SKA83:POR81:ALB60:TUS57:STP45:STP44:SPA43:APU41:ROM39:BAR33:WMS33:ARM29:NAF25:TYS24:GRE22:GOL18:TUN17:CON16:SMY11:ANK11:IOS10:NAP10:SPA8:SYR8:AES6:BUL2:ADS1:EDIVIACONVOY1:EMS1:
144,1911SPRA,MUN465:TYR323:GAL291:VEN260:BOH240:BER221:SIL219:MOS218:ADS215:TRI205:IOS204:TUS202:RUM193:PIA190:TYS187:VIE184:WAR183:SEV160:CON158:UKR148:NAP141:BUL132:LIV128:STP126:ALB120:GRE120:SER119:TUN115:PRU104:ARM102:.:BEL29:PAR26:HOL26:SPA22:EMS21:BLA21:SWE20:BRE19:SPA18:PIC16:SYR13:DEN12:BUL11:ENC10:POR10:NTH7:LVP6:NAO4:SPA3:BUL3:WAL3:IRS2:EDI2:LON2:NWG2:HEL1:YOR1:GOB1:BAR1:CLY1:,MUN787:TYR702:GAL632:TRI551:BOH484:VEN478:VIE474:RUM452:SIL422:WAR385:SER365:BUD353:MOS351:IOS348:GRE347:BER339:ADS327:PIA325:UKR321:BUL288:ALB278:SEV271:TUS268:TYS265:CON243:NAP237:LIV202:ROM197:STP185:PRU182:.:BUL51:HOL40:BLA38:EMS36:PAR34:SPA29:SPA29:SWE28:PIC28:SYR22:DEN20:BRE20:ENC12:POR10:NTH9:LVP6:IRS5:NAO4:SPA4:NWG4:WAL3:BUL3:LON2:EDI2:HEL1:BAR1:SKA1:YOR1:CLY1:GOB1:
145,1911SPRT,IOS718:BUL584:TRI542:AES514:TYS496:GAL485:RUM437:VEN413:CON407:MOS393:WAR381:BUD346:VIE341:SER338:SEV303:TYR283:SIL273:WMS271:UKR269:TUN258:EMS254:TUS244:NAP238:BOH238:ROM232:ARM227:PIA225:ALB221:MAO209:MUN204:.:POR34:BRE34:WAL32:BUL31:KIE30:ENC29:NTH28:CLY28:NAO28:SPA27:RUH26:SWE25:EDI24:YOR23:PIC18:SYR17:BAR16:PAR13:DEN13:LVP12:BEL11:NWG10:BUL8:SPA7:LON7:HOL4:STP3:STP2:BAL1:SKA1:,IOS1526:BUL1222:AES1104:RUM1028:CON951:TRI946:SEV822:GAL780:TYS754:MOS708:SER662:VEN653:EMS651:WAR598:GRE577:VIE572:ARM567:BUD563:ALB501:UKR496:WMS475:TYR448:TUN428:NAP427:ROM413:SMY389:ANK376:APU373:SIL358:TUS342:.:IRS50:BRE47:BUL44:SPA42:NAO42:ENC40:CLY37:WAL37:SWE35:KIE33:NTH32:EDI27:RUH27:YOR23:BAR20:PIC20:SPA19:LVP18:NWG18:DEN16:PAR15:BEL11:LON9:HOL6:STP3:STP3:SKA2:GOB1:TUNVIACONVOY1:BAL1:
146,1911SPRR,MUN324:NWY298:KIE268:SIL266:RUM249:GAL245:NTH220:UKR197:BER194:SEV174:VIE174:PRU166:SER165:LIV160:CON156:SWE149:WAR147:BUD143:BOH137:TYR135:TRI134:DEN124:BLA119:MOS109:STP101:ARM97:BUL91:SMY88:HOL87:GOB83:.:LVP37:BAL34:IRS34:STP32:PIC32:VEN32:GAS25:PIA25:WMS25:BRE24:BUL19:TYS17:BUL16:EMS16:TUN16:MAR15:ROM13:SYR13:NAP12:APU11:PAR9:NAF8:TUS8:POR7:GOL7:SPA5:SPA5:STP2:ADS2:SPA1:,WAR626:MUN604:UKR565:NWY552:RUM527:MOS527:GAL511:SIL497:BER484:KIE469:LIV453:SEV425:PRU379:STP372:NTH338:VIE313:SWE307:CON289:DEN267:BUD266:SER263:TYR254:BOH252:ARM227:BLA209:TRI208:GOB201:FIN185:BUL180:SMY172:.:HEL68:WAL64:MAO64:LVP58:IRS55:PIC51:SYR41:BUL40:PIA37:BUL37:PAR35:GAS32:WMS31:BRE28:EMS28:MAR27:TYS26:TUN20:APU18:NAP18:ROM18:TUS12:POR11:SPA10:SPA10:STP10:NAF10:ADS8:GOL8:SPA1:
147,1911FALE,MAO579:MUN416:LON411:KIE366:DEN281:BER275:MOS265:WMS262:STP254:BEL241:NWY224:WAR222:HOL220:LON218:BUR214:TYS204:LIV199:ENC199:NTH199:MAR195:EDI195:SIL193:BRE175:SPA173:PRU163:GAS158:PAR153:RUH150:GOL150:LVP146:.:VEN55:BUD55:NAP51:VIE51:GRE50:TYR45:HEL45:FIN44:SPA41:ARM35:APU32:ADS31:LVP31:STP30:BAR30:SER29:TRI29:EMS26:SKA23:CLY16:STP13:CON13:ALB12:SMY12:BUL12:SYR12:ANK7:BUL4:BLA1:KIEVIACONVOY1:,MAO1238:KIE876:MUN743:DEN720:LON703:STP626:NTH606:BER588:NWY585:LON568:ENC542:BEL534:WMS487:BRE475:MOS466:LIV452:HOL447:EDI416:PRU408:WAR389:TYS378:SWE358:BUR351:SPA347:LON345:RUH341:LVP333:YOR324:NWG323:GAS320:.:RUM89:SKA89:TYR87:BOH84:CLY82:VEN81:AES76:SPA67:BUD61:GRE60:VIE60:STP58:ARM48:APU42:ADS40:TRI37:EMS34:SER32:ANK24:ALB24:SMY23:SYR19:BUL18:CON17:BUL5:BLA2:KIEVIACONVOY1:BUL1:PRUVIACONVOY1:GASVIACONVOY1:
148,1911FALF,MUN501:PAR313:TRI272:KIE265:TYS257:VEN253:BEL247:BRE245:IOS244:TYR242:PIA227:NTH220:WMS217:RUH196:HOL191:NWY174:BER168:TUN168:MAO167:BUR162:MAR148:MAR132:MAR132:TUS129:DEN126:ENC118:LON113:SIL110:GRE103:STP102:.:HEL50:BAL49:GAS47:BAR46:STP45:SPA45:ADS44:BRE43:YOR42:LIV40:SMY37:NAO36:GOB31:RUM30:CON28:MOS26:POR25:BUL23:EMS22:BUL22:CLY13:ARM12:PAR12:ANK12:SYR10:UKR10:SPA9:STP7:BLA6:SEV6:,MUN988:PAR692:MAR654:TYS566:BUR564:PIA539:VEN534:MAO526:BEL515:KIE511:TYR502:BRE499:WMS482:IOS474:NTH411:HOL408:TRI393:RUH384:TUN370:ENC351:GAS324:PIC317:BRE305:SPA300:SPA300:MAR293:MAR286:TUS279:GOL274:BER251:.:SKA98:FIN96:YOR95:BRE83:EMS83:PRU81:ADS80:BUD75:WAR75:CON75:BAL70:BAR64:HEL63:STP56:RUM52:SPA50:BUL50:LIV50:CLY48:MOS37:GOB37:BUL32:ANK18:ARM17:UKR15:SYR13:SEV13:STP9:BLA8:BUL2:
149,1911FALI,VEN213:MAO200:MAR180:WMS169:IOS169:MUN164:TYR163:TRI159:RUM158:SEV150:ROM131:PIA131:SPA129:VIE126:CON125:NAP120:SER106:TUN103:TYS98:TUS98:VEN98:GAL94:BUD91:BUL88:BUR85:MOS83:BOH76:BRE75:AES74:GOL69:.:NAO31:ALB30:HOL30:NAP30:CLY29:LVP26:IRS25:BLA24:ROM22:EDI21:STP20:SYR19:ADS17:WAL17:YOR16:PRU15:SPA12:LIV11:NWY10:NWG10:BUL10:DEN9:SKA7:SWE6:VEN4:HEL3:BAR3:BAL2:FIN1:STP1:,MAR512:IOS482:TRI472:PIA461:WMS445:MAO435:VEN432:TYS429:VEN396:TUN386:TYR384:SPA304:MUN303:ROM296:NAP292:NAP288:RUM263:TUS257:ROM255:CON252:VIE252:GOL232:GAL206:SER206:APU205:GRE204:AES190:GAS183:BUD180:BUR178:.:RUH66:KIE65:IRS58:UKR57:LON55:HOL54:BLA53:NTH51:LVP48:CLY38:EDI35:STP35:WAL33:SYR33:SPA29:PRU26:NWG23:BUL19:YOR18:NWY16:LIV14:DEN13:VEN11:SKA9:SWE8:BAR7:HEL4:FIN2:BAL2:STP1:
150,1911FALG,MUN305:BER298:GAL288:WAR279:SIL263:MAO245:TYR244:KIE215:TRI209:MUN195:RUM194:NTH193:BEL190:VIE175:MOS172:SEV167:UKR163:BUR162:ENC160:MAR154:BUD146:BOH143:DEN141:RUH139:PRU129:NWY129:KIE126:LIV126:GAS121:SER119:.:WMS29:WAL28:HEL28:TUS27:NAF25:GRE24:SKA21:GOB21:ALB20:ROM19:FIN19:TUN15:STP14:TYS13:APU13:GOL13:ANK12:STP11:IOS10:BAR10:CON9:SYR9:SMY8:SPA7:NAP6:BUL4:AES4:ADS3:EMS2:BLA1:,MUN941:WAR568:SIL540:KIE494:BER486:TYR481:GAL410:BEL385:BER381:KIE373:NTH371:PRU337:RUH324:BUR321:MAO319:DEN318:MOS314:MUN308:ENC307:VIE301:TRI297:BOH297:HOL293:LIV289:MAR258:NWY251:RUM237:UKR237:SWE234:BRE217:.:SPA62:POR53:ARM51:CLY43:TUS42:APU39:WMS38:STP35:ROM34:NAF31:GRE29:BAR25:NAP25:ALB23:STP23:TUN20:TYS18:ANK15:CON14:GOL14:IOS13:SYR12:SMY11:SPA11:BUL4:AES4:ADS4:BLA3:EMS2:BERVIACONVOY1:
151,1911FALA,MUN406:TYR272:WAR246:IOS238:VIE232:VEN198:GAL197:BUD197:BER193:BOH187:SIL180:MOS178:TRI174:TRI147:RUM138:PIA137:LIV137:MAR121:TYS117:TUS117:STP117:BUL108:GRE105:SEV102:TRI102:WMS101:UKR100:TUN99:NAP87:ROM87:.:ARM35:BEL31:BUL27:BRE26:SPA25:HOL24:PAR24:SWE23:GAS22:DEN20:EMS18:PIC17:POR16:SYR13:NAO9:ENC8:NTH8:IRS7:BLA6:SPA6:WAL5:BUL3:HEL3:LON3:EDI3:CLY3:NWG3:LVP2:STP1:BAL1:,MUN713:TRI505:TYR483:WAR434:GAL434:VIE413:IOS391:VEN379:RUM347:BUD345:BOH329:SIL315:VIE315:BER299:MOS294:GRE258:SER257:PIA244:BUL237:BUD228:TRI219:UKR216:SEV212:LIV197:ALB197:TRI184:TUS177:ROM174:MAR173:TYS166:.:EMS50:SPA48:BEL45:DEN44:SYR39:PAR37:BRE36:GAS35:HOL34:SWE29:PIC26:POR19:BLA18:NAO9:NTH8:IRS8:ENC8:WAL7:SPA6:CLY4:BUL4:LON4:HEL3:LVP3:EDI3:NWG3:BAR1:SKA1:STP1:BAL1:
152,1911FALT,IOS833:RUM537:CON502:GAL460:TYS448:TRI423:SEV402:WAR389:VEN386:MOS369:TYR335:SER322:VIE307:SMY303:ANK296:BUD293:TUN288:MUN278:BUL271:WMS266:NAP265:UKR262:CON260:ROM244:SIL233:MAR227:PIA202:LIV195:MAO185:GRE177:.:KIE38:ANK32:BUR31:NWG30:SWE29:ENC29:WAL28:SPA28:RUH24:FIN23:ANK22:BUL19:YOR17:IRS17:PIC16:CLY16:BEL15:EDI13:NTH11:SPA10:DEN10:SYR8:HOL6:BUL4:BAR2:STP2:SKA1:BAL1:STP1:VENVIACONVOY1:,IOS1636:RUM1117:CON911:SEV904:TRI796:SER725:BUL710:GAL700:TYS697:CON635:BUD589:VEN588:SMY586:MOS583:GRE582:WAR570:ANK520:UKR515:AES502:VIE475:TYR441:TUN438:NAP435:ROM385:WMS378:ALB344:MUN331:MAR311:SMY311:SIL309:.:NAO56:FIN54:LON52:LVP47:SPA42:SWE39:BUR38:NWG36:SYR34:BUL32:WAL30:RUH24:IRS24:PIC19:YOR18:SPA17:BEL17:CLY16:EDI15:DEN12:NTH11:HOL7:BAR3:SKA2:STP2:HEL1:BULVIACONVOY1:BAL1:VENVIACONVOY1:STP1:
153,1911FALR,MUN319:SIL244:RUM223:BER209:GAL199:KIE191:BUD184:NWY181:MOS175:WAR175:NTH174:CON166:DEN164:TRI150:VIE145:WAR141:SWE136:SER135:SEV135:STP130:HOL130:RUH119:GRE116:BUL116:TYR114:NWG111:EDI93:UKR90:BEL89:BOH87:.:NAO30:SKA29:BUL27:STP25:BUL24:HEL23:STP22:PIC22:GOL21:GAS20:WAL19:MAR18:NAP17:STP17:PAR16:TYS15:IRS14:PIA14:APU13:WMS13:ROM12:TUS11:POR10:GOB9:SYR8:ADS6:SPA5:NAF5:SPA5:LVPVIACONVOY1:,MUN572:WAR504:RUM454:SIL430:GAL427:NWY398:MOS377:BER369:SEV354:KIE322:CON320:WAR305:BUD285:LIV281:NTH278:VIE274:MOS274:UKR271:STP262:DEN252:SWE245:PRU234:TRI221:BOH211:SER203:TYR194:BUL187:SEV181:STP179:HOL175:.:BRE50:NAO46:STP45:WAL42:MAR38:BUL38:SYR37:TUN36:PIC31:GOB30:STP28:IRS25:TYS25:GOL25:GAS24:PIA24:NAP22:WMS20:PAR19:APU17:TUS16:POR16:ROM15:NAF11:ADS9:SPA8:SPA7:BULVIACONVOY1:SPA1:LVPVIACONVOY1:
154,1912SPRE,MAO410:LON370:MUN331:KIE269:BER245:BEL244:MAR231:DEN229:WMS222:MOS222:ENC201:STP197:NWY194:EDI192:SPA183:RUH176:HOL172:WAR164:LIV163:TYS161:GAS155:NTH154:TUN146:PRU143:BUR142:NAO136:SWE118:SIL117:PIA109:YOR101:.:VEN51:GOB51:POR49:ROM45:SKA44:NAP42:BAR42:HEL40:APU40:SPA39:BUD35:SMY32:LVP31:SPA25:ANK24:ARM20:CLY20:VIE19:STP18:TRI16:AES16:STP13:BUL12:CON10:EMS10:ADS10:SYR7:ALB7:SER5:BUL2:,MAO915:LON724:KIE613:ENC562:MUN536:NTH533:NWY520:DEN504:BEL468:BER462:EDI448:STP443:WMS412:LIV357:MOS342:MAR341:HOL337:RUH315:SPA304:TYS292:GAS292:SWE291:IRS282:NWG282:WAL277:BRE274:BUR272:PRU263:NAO261:YOR258:.:POR94:SKA92:RUM86:TYR72:STP70:GRE69:VEN67:ROM66:NAP64:APU58:STP47:VIE44:SPA42:SMY41:AES39:BUD37:ARM36:ANK31:ADS21:BLA19:TRI19:BUL17:CON17:EMS16:SYR13:ALB12:SER7:BUL6:DENVIACONVOY1:GASVIACONVOY1:
155,1912SPRF,MUN320:BUR262:TYS252:KIE203:ENC191:MAO190:HOL187:IOS176:PIA173:GOL164:TYR164:RUH145:MAR139:PIC138:TRI136:WMS128:NTH126:VEN125:BEL125:TUN122:BER113:NWY113:DEN96:SIL91:TUS89:NAP86:APU85:BOH85:VIE85:NWG83:.:ADS36:LON35:WAL32:EMS29:SPA28:MOS28:SKA27:WAR25:IRS25:RUM25:SMY24:FIN24:CON23:NAO23:STP20:HEL19:LVP17:GOB16:BUL15:BUL13:POR13:SYR10:UKR8:SPA6:SEV4:ANK4:BLA4:ARM3:BUL2:STP2:,BUR723:MUN653:MAO567:TYS477:MAR468:WMS429:PIA429:ENC428:GOL395:KIE390:IOS383:RUH378:BEL343:PIC336:GAS319:TYR315:VEN314:HOL296:TUN263:BRE253:SPA241:NTH234:TRI231:TUS221:BER167:APU167:NAP164:NWY155:POR153:PAR145:.:BAR70:CLY69:GAL68:LIV68:PRU65:LVP63:ADS62:SKA60:BAL59:BUL42:CON39:SMY38:WAR37:MOS34:HEL33:FIN32:RUM32:STP31:SPA27:ARM26:BUL25:GOB24:SYR14:UKR13:SEV9:BLA8:ANK7:STP3:BUL2:PIAVIACONVOY1:
156,1912SPRI,TYR148:VEN144:MAO142:TYS134:MAR133:SPA123:IOS114:TRI111:PIA94:RUM93:TUS89:WMS85:CON82:VIE79:GAL73:GOL72:GAS70:BOH69:AES69:TUN64:NAF63:MUN62:UKR60:APU59:SER59:RUH56:SIL55:BUL55:BUD55:SEV54:.:POR27:BLA24:NTH24:ANK24:IRS19:BUL19:LON19:NWG18:KIE18:LVP17:WAL17:HOL16:CLY15:BER14:ADS14:PRU11:SYR11:YOR10:EDI10:SPA9:DEN8:SWE7:BUL6:NWY6:STP4:BAR4:FIN3:SKA2:HEL2:STP1:,VEN495:TYS491:TRI385:TYR380:IOS372:MAR332:MAO324:PIA315:WMS294:TUS268:NAP261:SPA240:VIE218:TUN209:GOL196:ROM186:GAL182:BOH168:CON162:MUN161:APU159:RUM158:SPA157:GAS149:AES141:BUD140:SER134:ALB134:NAF133:BUR126:.:MOS45:BLA45:LVP44:KIE44:BUL42:NTH41:IRS40:HOL36:LIV35:PRU34:BER33:NWG33:CLY31:LON31:SYR28:YOR23:EDI22:SPA21:BUL14:NWY13:DEN11:SWE10:BAR9:STP8:FIN5:HEL3:SKA3:GOB1:ROMVIACONVOY1:STP1:
157,1912SPRG,MUN270:GAL229:TYR223:WAR214:BUR191:SIL183:UKR163:NTH163:BOH138:KIE138:MOS134:BUD131:VIE128:MAO128:HOL121:RUM120:DEN119:SER119:RUH105:GAS103:BEL102:MAR101:SEV100:BRE99:LIV97:PRU93:TRI91:ENC87:NAO78:BER76:.:CLY30:LVP28:ALB27:SKA26:ARM24:TUS24:WMS23:SPA23:FIN21:POR20:TUN18:ROM17:GRE16:TYS14:GOL11:APU11:STP10:BAR10:SYR9:SMY9:NAP9:ANK7:IOS6:EMS4:AES4:BLA3:SPA3:STP3:BUL2:HOLVIACONVOY1:,MUN737:SIL422:BER416:KIE399:WAR367:BUR351:TYR324:GAL316:BOH304:NTH274:DEN272:RUH246:MOS234:UKR232:HOL232:PRU222:VIE221:BEL217:GAS212:LIV204:MAR200:MAO192:BAL190:SWE189:BUD188:NWY184:STP179:TRI164:ENC162:HEL162:.:BUL44:CON44:CLY41:TUS37:WMS32:POR32:ALB32:SPA31:STP30:STP30:ARM29:ROM27:GRE23:BAR21:TUN21:APU18:TYS17:GOL16:NAP13:ANK10:SYR10:SMY9:IOS7:EMS5:SPA5:AES5:BLA3:BUL2:PRUVIACONVOY1:HOLVIACONVOY1:
158,1912SPRA,MUN364:GAL209:TYR195:SIL171:TRI166:VEN165:RUM155:IOS149:BOH144:BER125:MOS125:ADS121:WAR119:PIA104:TYS98:NAP92:LIV90:CON89:TUS88:SEV86:ALB82:ROM79:KIE79:VIE79:BUL75:TUN74:SER72:BUD69:NWY68:UKR66:.:NAF17:HOL17:BEL16:BRE15:PAR14:PIC14:SWE13:BUL11:BLA10:SYR8:SPA6:NTH5:POR5:ENC4:NWG4:LVP4:BUL3:EDI3:YOR3:NAO3:WAL3:BAL2:LON2:STP2:IRS2:SKA2:GOB1:TUNVIACONVOY1:STP1:CLY1:,MUN560:GAL518:TRI420:TYR410:RUM360:VEN303:VIE300:SIL297:BOH292:BUD243:IOS240:WAR237:PIA235:SER234:MOS221:ADS188:ALB184:CON181:BUL181:BER171:TUS165:SEV160:GRE160:UKR150:ROM145:KIE138:NAP138:LIV136:TYS135:PRU111:.:BEL26:HOL24:BLA23:DEN23:NAF22:BRE20:SWE20:PIC19:PAR17:SYR13:POR11:SPA6:LVP6:BUL6:NWG6:ENC5:NTH5:NAO5:EDI3:SKA3:YOR3:WAL3:BAL2:IRS2:STP2:LON2:TUNVIACONVOY1:GOB1:CLY1:STP1:
159,1912SPRT,IOS464:BUL436:TYS331:TRI321:GAL304:AES303:RUM281:WAR272:CON272:MOS257:TYR248:VIE239:VEN233:SEV227:WMS217:BUD195:TUN182:BOH177:UKR174:SER160:PIA153:SIL148:TUS147:GRE146:MAO138:LIV136:ROM135:ALB132:ARM129:APU127:.:POR31:GAS26:BRE25:ENC23:SPA18:IRS17:NWY17:PIC17:KIE16:NWG14:NTH12:LVP12:LON10:DEN10:WAL9:BEL8:CLY8:SPA7:BUL7:BUL7:PAR5:EDI5:RUH5:YOR5:SYR4:HOL3:STP2:STP2:SKA2:HEL1:,IOS958:BUL918:CON712:AES685:RUM674:TRI634:TYS581:SEV567:GAL510:MOS442:GRE438:SER413:VEN391:WAR388:VIE381:BUD381:UKR372:ALB367:WMS364:TYR319:ARM316:EMS307:TUN302:ANK265:PIA256:APU255:ROM247:NAP246:SMY245:BOH232:.:IRS40:GAS37:BRE34:SPA33:ENC33:NWG23:KIE22:PIC21:SYR20:BUL18:WAL16:SPA16:NTH15:LVP14:LON12:DEN11:CLY11:BEL10:RUH8:EDI7:PAR7:HOL6:YOR5:STP2:HEL2:SKA2:STP2:BULVIACONVOY1:APUVIACONVOY1:BAR1:
160,1912SPRR,MUN247:NWY166:RUM153:GAL144:TYR142:KIE137:SIL118:BER117:DEN106:VIE104:UKR102:BUD97:BLA91:LIV87:NTH79:SEV78:TRI75:NWG75:BOH72:CON72:WAR71:STP69:SWE64:MOS64:SER63:PRU62:RUH61:NAO59:BAR58:BEL58:.:PIC23:WAL21:HEL21:SKA21:BUL19:IRS19:GOB18:STP17:TYS16:STP15:SYR15:PAR15:BUL14:APU12:WMS12:ROM12:GAS10:TUS9:EMS9:BRE9:NAP8:MAR8:NAF8:TUN8:ADS6:POR5:SPA4:SPA3:SPA2:GOL2:,MUN427:GAL372:SIL353:MOS338:RUM327:NWY320:WAR308:LIV306:UKR296:BER265:SEV231:STP227:KIE225:BUD209:TYR191:VIE190:PRU184:DEN183:BLA162:SWE155:CON154:BOH151:TRI124:NTH122:FIN120:SER116:NWG113:ARM102:RUH98:BAR93:.:SYR40:BUL40:STP36:LON36:PIC35:WAL34:PIA32:HEL32:IRS32:BUL26:SPA24:STP24:TYS20:BRE16:EMS16:WMS16:NAP15:PAR15:APU14:ROM14:GAS14:TUS12:NAF11:TUN11:MAR10:POR9:ADS9:SPA4:SPA3:GOL2:
161,1912FALE,MAO342:MUN331:KIE274:MAR238:DEN237:LON232:STP223:BER206:NWY196:BUR189:EDI189:BEL185:WMS185:TYS177:SPA173:LON170:ENC165:WAR162:HOL152:MOS151:LIV141:TUN139:LVP134:SWE133:BAL129:RUH125:NTH123:PRU123:LON120:SIL118:.:ROM50:NAP48:TYR47:NWG42:VIE37:FIN37:GRE37:GOB37:TRI35:LVP34:SPA31:SER29:BUD28:SPA28:ANK25:CLY23:STP20:STP19:APU17:ARM15:AES15:BAR15:CON14:BUL11:EMS10:ADS9:ALB8:BUL4:SYR3:BUL1:,MAO769:KIE567:MUN529:DEN508:STP470:NWY457:LON422:BEL411:ENC386:BER377:NTH372:MAR346:SWE335:LON326:EDI322:LON319:HOL314:WMS312:LIV296:BUR294:BRE274:TYS274:WAR260:WAL259:MOS257:SPA250:BAL246:NAO244:PRU235:RUH233:.:VEN89:NAP89:STP86:FIN85:SPA77:ROM73:BAR73:SMY65:TYR64:SPA63:CLY58:STP52:ANK50:GRE49:VIE43:TRI42:BUD37:SER30:APU26:CON24:AES23:ARM21:EMS20:BUL18:ALB18:ADS14:SYR6:BUL5:BUL1:BLA1:
162,1912FALF,MUN381:TYS242:PAR184:KIE181:WMS178:VEN172:NTH167:IOS165:BEL150:TYR149:BER147:TRI144:NWY144:BRE127:RUH123:MAO123:BUR122:PIA112:TUN112:DEN106:NAP104:HOL98:MAR93:MAR90:MAR89:ROM87:APU82:TUS74:PIC72:LON69:.:BUL32:BRE32:SPA32:BRE31:SMY30:LVP26:WAL26:NAF25:FIN25:NAO24:STP24:BUL23:RUM22:CON21:BAL18:GOB16:EMS15:POR13:HEL13:PAR13:CLY12:UKR9:ANK8:ARM8:SYR7:STP6:SPA4:BUL3:BLA3:SEV2:,MUN656:TYS455:MAR413:BUR385:BEL385:MAO381:WMS378:KIE354:PAR351:VEN327:IOS323:PIA321:BRE284:RUH270:NTH259:TYR246:SPA236:TUN231:TRI221:PIC211:HOL205:BRE203:GAS203:GOL200:NAP197:BER189:MAR187:NWY187:ENC182:LON164:.:BRE65:LVP61:BUD56:PRU53:WAL53:SER51:WAR51:BAR50:STP50:SMY49:BUL44:FIN39:CON34:BUL34:CLY32:EMS31:RUM29:SPA27:HEL23:BAL23:BLA23:GOB22:ANK17:UKR16:SYR14:ARM12:SEV8:STP7:BUL3:EDIVIACONVOY1:
163,1912FALI,MAO135:MAR124:VEN110:BOH99:MUN99:WMS93:VIE92:TYR92:RUM92:NAP87:TRI85:ROM81:VEN79:BUR77:ENC75:GAL74:IOS69:PIA68:SPA64:CON63:SEV61:WAR61:SER55:TYS55:ROM54:UKR54:TUN53:GAS52:SIL52:AES48:.:BLA21:NTH19:BUL18:KIE16:ADS16:NWG15:IRS15:HOL15:NAO14:SYR13:EDI13:WAL12:DEN12:BER12:LON11:LIV11:CLY10:NWY9:BUL8:SPA7:PRU6:SWE6:STP5:YOR4:BAR3:SKA3:GOB1:FIN1:VEN1:HEL1:,VEN319:MAR312:TYS304:MAO297:IOS292:WMS278:TRI271:PIA258:VEN243:TYR243:NAP201:SPA196:VIE195:MUN189:ROM188:TUN184:TUS180:CON160:RUM155:ROM154:BUR150:NAP149:BOH136:GAL132:ROM131:BUD130:SER128:GRE127:ENC115:APU113:.:KIE42:LON42:NTH36:MOS36:BLA33:NAO33:IRS32:EDI30:SPA29:NWG27:HOL26:SYR21:WAL21:DEN18:CLY15:LIV13:YOR13:PRU11:NWY11:SWE9:BUL8:STP8:BAR7:SKA5:VEN4:BAL3:FIN2:GOB2:HEL2:STP1:
164,1912FALG,MUN212:RUM207:BER201:GAL193:WAR192:TYR191:BOH157:NTH155:KIE152:BEL151:VIE147:MOS144:MUN133:HOL128:MAR122:BUD121:SEV119:SIL119:KIE111:BUR110:UKR104:MAO101:TRI96:BER91:GAS90:ENC85:NWY85:SWE84:DEN80:LVP72:.:ALB22:ROM20:GOB19:BAL18:IRS18:TUS18:SPA18:SKA18:HEL17:ARM17:CLY15:FIN15:GRE14:NAF13:STP13:NAP13:GOL11:CON11:TYS10:ANK9:BAR8:APU7:SPA7:STP5:SYR4:IOS4:EMS4:BUL3:AES2:ADS1:,MUN589:WAR387:TYR315:GAL293:BER292:BOH277:NTH272:KIE270:KIE268:BER265:SIL264:BEL258:RUM245:DEN239:VIE235:MOS224:HOL223:BUR223:MAR203:MUN195:RUH194:LIV178:SWE178:KIE174:GAS169:NWY165:BUD159:PRU158:TRI155:MAO155:.:STP35:IRS35:TUN34:BER34:CLY33:TYS31:ROM31:SPA30:SMY29:SKA29:ALB28:WMS28:TUS26:ARM22:BAR21:STP21:NAP17:GRE17:APU16:CON15:NAF13:SPA12:ANK11:GOL11:EMS5:IOS4:SYR4:BUL3:AES3:ADS1:
165,1912FALA,MUN334:VIE203:BUD193:PIA168:TYR154:BER152:GAL143:TRI141:WAR136:IOS128:STP111:SIL109:VEN101:BOH100:GRE95:KIE95:UKR90:SEV89:MOS86:ROM84:TYS78:TUN74:LIV74:RUH73:NAP72:RUM68:BUR66:TRI65:MAR64:BUL63:.:BEL21:PAR20:SWE16:DEN14:SPA12:EMS10:SPA10:SYR8:PIC7:EDI7:NAO6:POR6:BUL6:IRS4:LON4:BLA4:ENC4:SPA3:STP3:WAL3:BAL3:LVP3:NWG3:SKA2:STP2:BUL1:NTH1:GOB1:YOR1:CLY1:,MUN560:GAL311:BUD300:VIE293:TYR271:PIA261:TRI245:WAR233:RUM229:VIE226:BUD220:TRI219:VEN219:BOH216:BER211:SIL211:IOS205:GRE183:SER180:UKR176:SEV173:BUL162:ROM157:MOS140:STP138:TYS127:CON126:TRI126:KIE121:SMY118:.:SWE40:EMS36:BEL29:BRE26:BUL22:SPA19:DEN16:SPA15:SYR14:PIC13:BLA9:POR8:EDI7:NAO7:WAL5:NWG4:LVP4:BUL4:ENC4:LON4:IRS4:SPA4:STP3:BAL3:SKA2:STP2:YOR1:CLY1:NTH1:GOB1:
